dc_id,name,provider,address,municipality,state,latitude,longitude,state_from_coords,coord_state_mismatch,MW_total_power,mw_flagged_outlier,miles_to_nearest_airport,sqft_colocation_space,sqft_total_space,url,number,street,est_mw,mw_source,wet_bulb_c,climate_adj,est_liters_per_day,est_liters_per_day_low,est_liters_per_day_high,wue_default,bws_score,bws_category,stress_stressor_match,operator_class,is_hyperscaler_self,is_colocation_major,is_colocation_secondary,is_cable_telecom,is_edge_micro,is_cdn_isp,is_enterprise_self,is_disclosed_mw,lat_lon_grid_cell,lat_lon_grid_id,is_hawaii_alaska,is_water_stressed_state,cooling_type
DC-00056,Equinix: SV10 San Jose Data Center,Equinix,"7 Great Oaks Boulevard, San Jose, CA, USA",San Jose,CA,37.24118895,-121.7847548396787,CA,False,14.4,False,41.64,37231.0,175930.0,https://datacenters.com/equinix-sv10-san-jose,7.0,Great Oaks Boulevard,14.4,disclosed,11.31041095890411,1.0,304819.19999999995,152409.59999999998,457228.79999999993,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,True,37N-121W,80,False,True,unknown
DC-00057,Equinix: LA4 El Segundo Data Center,Equinix,"445 North Douglas Street, El Segundo, CA, USA",El Segundo,CA,33.921997876884426,-118.383118,CA,False,0.5,False,1.87,62159.0,177469.0,https://datacenters.com/equinix-la4-el-segundo,445.0,North Douglas Street,0.5,disclosed,12.90082191780822,1.0,10584.0,5292.0,15876.0,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,True,33N-118W,43,False,True,unknown
DC-00058,Amazon AWS: 2305 Mission College Blvd,Amazon AWS,"2305 Mission College Blvd, Santa Clara, CA 95054, USA",Santa Clara,CA,37.38872309507468,-121.9668334293932,CA,False,,False,2.49,,35800.0,https://datacenters.com/amazon-aws-2305-mission-college-blvd,2305.0,Mission College Blvd,50.0,heuristic:hyperscaler_self,11.309863013698628,1.0,1058400.0,529200.0,1587600.0,1.8,3.724,High,True,hyperscaler_self,True,False,False,False,False,False,False,False,37N-121W,80,False,True,unknown
DC-00059,Centersquare: Dallas (DA1-Allen) Data Center,Centersquare,"900 Guardians Way, Allen, TX, USA",Allen,TX,33.0951879,-96.68356465653412,TX,False,12.0,False,24.24,77124.0,112292.0,https://datacenters.com/centersquare-dallas-da1-allen,900.0,Guardians Way,12.0,disclosed,15.042739726027396,1.001282191780822,254341.69722739724,127170.84861369862,381512.5458410959,1.8,2.681,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,33N-096W,39,False,False,unknown
DC-00060,Equinix: NY11 Carteret Data Center,Equinix,"1400 Federal Boulevard, Carteret, NJ, USA",Carteret,NJ,40.58451035,-74.24333784314689,NJ,False,,False,8.08,91413.0,113944.0,https://datacenters.com/equinix-ny11-carteret,1400.0,Federal Boulevard,20.0,heuristic:colocation_major,9.91808219178082,1.0,423360.0,211680.0,635040.0,1.8,2.797,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,40N-074W,105,False,False,unknown
DC-00061,Microsoft Azure: West US-California,Microsoft Azure,"Fresno, CA, USA",CA,CA,36.7394421,-119.78483,CA,False,,False,4.35,,,https://datacenters.com/microsoft-azure-west-us-california,,Fresno,50.0,heuristic:hyperscaler_self,11.475616438356166,1.0,1058400.0,529200.0,1587600.0,1.8,3.724,High,True,hyperscaler_self,True,False,False,False,False,False,False,False,36N-119W,74,False,True,unknown
DC-00062,Amazon AWS: PDX2 Umatilla,Amazon AWS,"2400 Beach Access Road, Umatilla, OR 97882, USA",Umatilla,OR,45.9288760244058,-119.26944264255891,OR,False,,False,178.96,,,https://datacenters.com/amazon-aws-pdx2-umatilla,2400.0,Beach Access Road,50.0,heuristic:hyperscaler_self,8.054794520547945,1.0,1058400.0,529200.0,1587600.0,1.8,1.569,Low-Medium,False,hyperscaler_self,True,False,False,False,False,False,False,False,45N-119W,160,False,False,unknown
DC-00063,DSM: Lakeland Data Center,DSM,"6810 New Tampa Hwy, Lakeland, FL, USA",Lakeland,FL,28.030004459183672,-82.04538540816327,FL,False,,False,55.93,25000.0,25000.0,https://datacenters.com/dsm-lakeland,6810.0,New Tampa Hwy,10.0,heuristic:colocation_secondary,19.374246575342468,1.131227397260274,239458.2154520548,119729.1077260274,359187.32317808224,1.8,2.559,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,28N-082W,10,False,False,unknown
DC-00064,Telehouse: New York Teleport Data Center,Telehouse,"7 Teleport Drive, Staten Island, NY, USA",Staten Island,NY,40.60454853443792,-74.17789856456419,NY,False,10.0,False,6.22,80000.0,162000.0,https://datacenters.com/telehouse-new-york-teleport,7.0,Teleport Drive,10.0,disclosed,9.91808219178082,1.0,211680.0,105840.0,317520.0,1.8,0.834,Low,False,colocation_secondary,False,False,True,False,False,False,False,True,40N-074W,105,False,False,unknown
DC-00065,Amazon AWS: Hilliard 5109 Hayden Run,Amazon AWS,"5109 Hayden Run Rd, Hilliard, OH 43026, USA",Hilliard,OH,40.061855524571,-83.13842356209233,OH,False,,False,13.68,,,https://datacenters.com/amazon-aws-hilliard-5109-hayden-run,5109.0,Hayden Run Rd,50.0,heuristic:hyperscaler_self,9.055616438356164,1.0,1058400.0,529200.0,1587600.0,1.8,1.279,Low-Medium,False,hyperscaler_self,True,False,False,False,False,False,False,False,40N-083W,111,False,False,unknown
DC-00066,Amazon AWS: IAD12 Sterling,Amazon AWS,"22630 Dulles Summit Court, Sterling, VA, USA",Sterling,VA,38.98872415,-77.4476618513777,VA,False,,False,2.49,,150000.0,https://datacenters.com/amazon-aws-iad12-sterling,22630.0,Dulles Summit Court,50.0,heuristic:hyperscaler_self,10.42958904109589,1.0,1058400.0,529200.0,1587600.0,1.8,1.94,Low-Medium,False,hyperscaler_self,True,False,False,False,False,False,False,False,38N-077W,82,False,False,unknown
DC-00067,Amazon AWS: 7400 Potranco Rd,Amazon AWS,"7400 Potranco Rd, San Antonio, TX 78251, USA",San Antonio,TX,29.4532,-98.6371074,TX,False,12.0,False,11.19,,109600.0,https://datacenters.com/amazon-aws-7400-potranco-rd,7400.0,Potranco Rd,12.0,disclosed,17.13643835616438,1.0640931506849314,270296.6857643835,135148.34288219176,405445.0286465753,1.8,2.681,Medium-High,False,hyperscaler_self,True,False,False,False,False,False,False,True,29N-098W,14,False,False,unknown
DC-00068,Equinix: DA1 Dallas Data Center,Equinix,"1950 North Stemmons Freeway, Dallas, TX, USA",Dallas,TX,32.800965950000005,-96.81952300449768,TX,False,3.0,False,7.46,30355.0,61573.0,https://datacenters.com/equinix-da1-dallas,1950.0,North Stemmons Freeway,3.0,disclosed,15.338630136986302,1.010158904109589,64149.13104657534,32074.56552328767,96223.696569863,1.8,2.681,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,32N-096W,31,False,False,unknown
DC-00069,Centersquare: ORD2 (Chicago) Elk Grove Village Data Center Campus,Centersquare,"2425 Busse Road, Elk Grove Village, IL, USA",Elk Grove Village,IL,41.99231745,-87.95823232669878,IL,False,11.6,False,2.49,148000.0,163747.0,https://datacenters.com/centersquare-ord2-chicago-elk-grove-village-campus,2425.0,Busse Road,11.6,disclosed,7.767123287671233,1.0,245548.8,122774.4,368323.2,1.8,0.75,Low,False,colocation_major,False,True,False,False,False,False,False,True,41N-087W,122,False,False,unknown
DC-00070,Vantage Data Centers: AZ1 Phoenix Data Center,Vantage Data Centers,"45 South Bullard Avenue, Goodyear, AZ, USA",Goodyear,AZ,33.446455650000004,-112.373884470172,AZ,False,32.0,False,21.13,800000.0,800000.0,https://datacenters.com/vantage-az1-phoenix,45.0,South Bullard Avenue,32.0,disclosed,12.35890410958904,1.0,677376.0,338688.0,1016064.0,1.8,3.487,High,True,colocation_major,False,True,False,False,False,False,False,True,33N-112W,41,False,True,unknown
DC-00071,Equinix: AT1 Atlanta IBX Data Center,Equinix,"180 Peachtree Street Northwest, Atlanta, GA, USA",Atlanta,GA,33.758551,-84.387703,GA,False,4.5,False,8.7,43012.0,79200.0,https://datacenters.com/equinix-at1-atlanta-ibx,180.0,Peachtree Street Northwest,4.5,disclosed,13.568767123287673,1.0,95256.0,47628.0,142884.0,1.8,1.889,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,33N-084W,36,False,False,unknown
DC-00072,Centersquare: Secaucus (NYC3) Data Center,Centersquare,"15 Enterprise Avenue North, Secaucus, NJ, USA",Secaucus,NJ,40.78765239836318,-74.0670876535633,NJ,False,12.0,False,8.7,98600.0,154691.0,https://datacenters.com/centersquare-secaucus-nyc3,15.0,Enterprise Avenue North,12.0,disclosed,9.734246575342466,1.0,254016.0,127008.0,381024.0,1.8,2.797,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,40N-074W,105,False,False,unknown
DC-00073,Expedient: Indianapolis Carmel Data Center,Expedient,"701 Congressional Blvd, Carmel, IN, USA",Carmel,IN,39.96118928333333,-86.14763138333333,IN,False,4.4,False,18.65,26000.0,53000.0,https://datacenters.com/expedient-indianapolis-carmel,701.0,Congressional Blvd,4.4,disclosed,9.124383561643835,1.0,93139.2,46569.6,139708.8,1.8,1.384,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,True,39N-086W,99,False,False,unknown
DC-00074,"Meta, Inc.: Fort Worth Data Center","Meta, Inc.","4500 Like Way, Fort Worth, Texas 76177, USA",Fort Worth,TX,32.983782899999994,-97.26111316489428,TX,False,,False,14.3,,22000000.0,https://datacenters.com/facebook-fort-worth,4500.0,Like Way,50.0,heuristic:hyperscaler_self,14.76054794520548,1.0,1058400.0,529200.0,1587600.0,1.8,2.681,Medium-High,False,hyperscaler_self,True,False,False,False,False,False,False,False,32N-097W,32,False,False,unknown
DC-00075,Equinix: DA11 Dallas IBX Data Center,Equinix,"1990 North Stemmons Freeway, Dallas, TX 75207, U.S.",Dallas,TX,32.801719620740656,-96.8243167416536,TX,False,,False,13.68,,144560.0,https://datacenters.com/equinix-da11-dallas-ibx,1990.0,North Stemmons Freeway,20.0,heuristic:colocation_major,15.338630136986302,1.010158904109589,427660.87364383566,213830.43682191783,641491.3104657535,1.8,2.681,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,32N-096W,31,False,False,unknown
DC-00076,"QTS Data Centers: East Windsor, NJ Data Center",QTS Data Centers,"159 Princeton Hightstown Road, East Windsor, New Jersey 08520, USA",East Windsor,NJ,40.277733714868525,-74.54780027480199,NJ,False,12.0,False,34.18,58157.0,553930.0,https://datacenters.com/qts-east-windsor-nj,159.0,Princeton Hightstown Road,12.0,disclosed,9.84191780821918,1.0,254016.0,127008.0,381024.0,1.8,2.797,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,40N-074W,105,False,False,unknown
DC-00077,DSM: Phoenix Data Center,DSM,"Phoenix, Arizona, USA",Arizona,AZ,33.4484367,-112.074141,AZ,False,,False,4.35,,,https://datacenters.com/dsm-phoenix,,Phoenix,10.0,heuristic:colocation_secondary,12.55972602739726,1.0,211680.0,105840.0,317520.0,1.8,3.487,High,True,colocation_secondary,False,False,True,False,False,False,False,False,33N-112W,41,False,True,unknown
DC-00078,CyrusOne: NYM5 Norwalk Data Center,CyrusOne,"6 Norden Place, Norwalk, CT, USA",Norwalk,CT,41.110988645461,-73.39827035947773,CT,False,16.0,False,37.91,75000.0,168000.0,https://datacenters.com/cyrusone-nym5-norwalk,6.0,Norden Place,16.0,disclosed,9.578082191780824,1.0,338688.0,169344.0,508032.0,1.8,1.331,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,41N-073W,118,False,False,unknown
DC-00079,Centersquare: Dallas (DA2-Webb Chapel) Data Center,Centersquare,"11830 Webb Chapel Rd, Dallas, TX, USA",Dallas,TX,32.911956,-96.87065706681486,TX,False,10.0,False,9.33,92320.0,140453.0,https://datacenters.com/centersquare-dallas-da2-webb-chapel,11830.0,Webb Chapel Rd,10.0,disclosed,15.162739726027397,1.004882191780822,212713.4623561644,106356.7311780822,319070.1935342466,1.8,2.681,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,32N-096W,31,False,False,unknown
DC-00080,Equinix: DC11 Ashburn Data Center,Equinix,"21721 Filigree Court, Ashburn, VA, USA",Ashburn,VA,39.0149639,-77.45878957525659,VA,False,4.9,False,4.35,116835.0,229435.0,https://datacenters.com/equinix-dc11-ashburn,21721.0,Filigree Court,4.9,disclosed,10.42958904109589,1.0,103723.2,51861.6,155584.8,1.8,1.94,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,39N-077W,93,False,False,unknown
DC-00081,QTS Data Centers: Irving - Dallas DC1 & DC2 Data Center,QTS Data Centers,"6431 Longhorn Dr, Irving, TX, USA",Irving,TX,32.897271200000006,-96.9830171521263,TX,False,75.2,False,3.11,320932.0,700000.0,https://datacenters.com/qts-irving-dallas-dc1-dc2,6431.0,Longhorn Dr,75.2,disclosed,15.272602739726029,1.0081780821917807,1604851.746016438,802425.8730082191,2407277.619024657,1.8,2.681,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,32N-096W,31,False,False,unknown
DC-00082,Amazon AWS: IAD55 Haymarket,Amazon AWS,"15395 John Marshall Hwy, Haymarket, VA 20169, USA",Haymarket,VA,38.8148784,-77.64888000389527,VA,False,50.0,False,13.68,,236082.0,https://datacenters.com/amazon-aws-iad55-haymarket,15395.0,John Marshall Hwy,50.0,disclosed,10.31808219178082,1.0,1058400.0,529200.0,1587600.0,1.8,1.94,Low-Medium,False,hyperscaler_self,True,False,False,False,False,False,False,True,38N-077W,82,False,False,unknown
DC-00083,QTS Data Centers: Suwanee Data Center 1,QTS Data Centers,"300 Satellite Boulevard, Suwanee, Georgia 30024, USA",Suwanee,GA,34.035266699999994,-84.06130781229422,GA,False,26.0,False,34.18,205000.0,385000.0,https://datacenters.com/qts-suwanee-1,300.0,Satellite Boulevard,26.0,disclosed,13.227397260273971,1.0,550368.0,275184.0,825552.0,1.8,1.889,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,34N-084W,46,False,False,unknown
DC-00084,Amazon AWS: IAD60 Ashburn,Amazon AWS,"21267 Smith Switch Road, Ashburn, VA, USA",Ashburn,VA,39.0287737,-77.4582461,VA,False,,False,5.6,,109997.0,https://datacenters.com/amazon-aws-iad60-ashburn,21267.0,Smith Switch Road,50.0,heuristic:hyperscaler_self,10.524383561643834,1.0,1058400.0,529200.0,1587600.0,1.8,1.94,Low-Medium,False,hyperscaler_self,True,False,False,False,False,False,False,False,39N-077W,93,False,False,unknown
DC-00085,Digital Realty: Dallas DFW10 Data Center,Digital Realty,"2323 Bryan Street, Dallas, TX, USA",Dallas,TX,32.78697608163265,-96.79400534693876,TX,False,24.0,False,15.5,447107.0,454000.0,https://datacenters.com/digital-realty-dallas-dfw10,2323.0,Bryan Street,24.0,disclosed,15.338630136986302,1.010158904109589,513193.04837260273,256596.52418630137,769789.5725589041,1.8,2.681,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,32N-096W,31,False,False,unknown
DC-00086,Equinix: SV4 Sunnyvale Data Center,Equinix,"255 Caspian Drive, Sunnyvale, CA, USA",Sunnyvale,CA,37.41460445,-122.01455581751011,CA,False,8.0,False,5.6,67622.0,120000.0,https://datacenters.com/equinix-sv4-sunnyvale,255.0,Caspian Drive,8.0,disclosed,11.163013698630136,1.0,169344.0,84672.0,254016.0,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,True,37N-122W,81,False,True,unknown
DC-00087,Cologix: NNJ3 New Jersey Data Center,Cologix,"200 Webro Road, Parsippany, NJ, USA",Parsippany,NJ,40.85700465,-74.4188289900982,NJ,False,,False,16.78,120000.0,120000.0,https://datacenters.com/cologix-nnj3-new-jersey,200.0,Webro Road,20.0,heuristic:colocation_major,9.1413698630137,1.0,423360.0,211680.0,635040.0,1.8,2.797,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,40N-074W,105,False,False,unknown
DC-00088,Centersquare: LAX3 (Los Angeles) Irvine Data Center Campus,Centersquare,"17836 Gillette Avenue, Irvine, CA, USA",Irvine,CA,33.68709305,-117.84797687554038,CA,False,12.0,False,1.25,51103.0,132000.0,https://datacenters.com/centersquare-lax3-los-angeles-irvine-campus,17836.0,Gillette Avenue,12.0,disclosed,12.963835616438354,1.0,254016.0,127008.0,381024.0,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,True,33N-117W,42,False,True,unknown
DC-00089,Aligned Data Centers: ORD-02 Chicago,Aligned Data Centers,"501 Northwest Avenue, Northlake, IL, USA",Northlake,IL,41.9188164182653,-87.91923094111608,IL,False,36.0,False,4.35,,228768.0,https://datacenters.com/aligned-energy-ord-02-chicago,501.0,Northwest Avenue,36.0,disclosed,7.833150684931508,1.0,762048.0,381024.0,1143072.0,1.8,0.75,Low,False,colocation_major,False,True,False,False,False,False,False,True,41N-087W,122,False,False,unknown
DC-00090,Stack Infrastructure: DFW01 Dallas Data Center,Stack Infrastructure,"6653 Pinecrest Drive, Plano, TX, USA",Plano,TX,33.062825797055936,-96.80951843575788,TX,False,82.0,False,17.4,247000.0,294000.0,https://datacenters.com/stack-infrastructure-dfw01-dallas,6653.0,Pinecrest Drive,82.0,disclosed,15.00027397260274,1.000008219178082,1735790.2666520544,867895.1333260272,2603685.3999780817,1.8,2.681,Medium-High,False,unknown,False,False,False,False,False,False,False,True,33N-096W,39,False,False,unknown
DC-00091,QTS Data Centers: Ashburn-Shellhorn ASH3 Data Center 1,QTS Data Centers,"22291 Shellhorn Road, Ashburn, Virginia 20147, USA",Ashburn,VA,39.02040604668148,-77.49836920060885,VA,False,42.0,False,3.73,195000.0,304934.0,https://datacenters.com/qts-ashburn-shellhorn-ash3-1,22291.0,Shellhorn Road,42.0,disclosed,10.46109589041096,1.0,889056.0,444528.0,1333584.0,1.8,1.94,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,39N-077W,93,False,False,unknown
DC-00092,Equinix: SE4 Kent Data Center,Equinix,"6906 S 204th St, Kent, WA, USA",Kent,WA,47.42152515,-122.24739250085904,WA,False,12.0,False,3.11,75000.0,108336.0,https://datacenters.com/equinix-se4-kent,6906.0,S 204th St,12.0,disclosed,8.32904109589041,1.0,254016.0,127008.0,381024.0,1.8,0.903,Low,False,colocation_major,False,True,False,False,False,False,False,True,47N-122W,169,False,False,unknown
DC-00093,Iron Mountain Data Centers: AZP - 3 - Phoenix Data Center,Iron Mountain Data Centers,"4802 East Van Buren Street, Phoenix, AZ, USA",Phoenix,AZ,33.451711,-111.97729071042008,AZ,False,36.0,False,1.25,,230000.0,https://datacenters.com/iron-mountain-azp-3-phoenix,4802.0,East Van Buren Street,36.0,disclosed,12.55972602739726,1.0,762048.0,381024.0,1143072.0,1.8,3.487,High,True,colocation_major,False,True,False,False,False,False,False,True,33N-111W,40,False,True,unknown
DC-00094,Centersquare: TPA1 Tampa Data Center Campus,Centersquare,"9310 Florida Palm Drive, Tampa, FL, USA",Tampa,FL,27.94553095,-82.35110076559798,FL,False,9.6,False,11.19,96000.0,96000.0,https://datacenters.com/centersquare-tpa1-tampa-campus,9310.0,Florida Palm Drive,9.6,disclosed,19.61972602739726,1.1385917808219177,231376.4238378082,115688.2119189041,347064.6357567123,1.8,2.559,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,27N-082W,6,False,False,unknown
DC-00095,Equinix: AT4 Atlanta Data Center,Equinix,"450 Interstate North Parkway, Atlanta, GA, USA",Atlanta,GA,33.89547465,-84.45351661008468,GA,False,12.0,False,17.4,66774.0,87971.0,https://datacenters.com/equinix-at4-atlanta,450.0,Interstate North Parkway,12.0,disclosed,13.374246575342466,1.0,254016.0,127008.0,381024.0,1.8,1.889,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,33N-084W,36,False,False,unknown
DC-00096,Flexential: Dallas - Richardson Data Center,Flexential,"3010 Waterview Pkwy, Richardson, TX 75080, USA",Richardson,TX,32.9948016,-96.75251420979546,TX,False,3.75,False,17.4,50851.0,100807.0,https://datacenters.com/flexential-dallas-richardson,3010.0,Waterview Pkwy,3.75,disclosed,14.986027397260273,1.0,79379.99999999999,39689.99999999999,119069.99999999996,1.8,2.681,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,32N-096W,31,False,False,unknown
DC-00097,US Signal: Grand Rapids East Data Center,US Signal,"4765 Barden Drive Southeast, Kentwood, MI, USA",Kentwood,MI,42.87535466627512,-85.562772435341,MI,False,,False,1.87,40000.0,,https://datacenters.com/us-signal-grand-rapids-east,4765.0,Barden Drive Southeast,10.0,heuristic:colocation_secondary,7.224931506849315,1.0,211680.0,105840.0,317520.0,1.8,0.327,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,42N-085W,136,False,False,unknown
